Team,Player,Pos.,Age,HT,WT,Exp,College
PIT,Ben Skowronek,WR,29.0,"6' 3""",224 lbs,6,
PIT,Brandon Smith,WR,27.0,"6' 2""",220 lbs,1,
PIT,Cole Burgess,WR,26.0,"6' 1""",192 lbs,1,
PIT,Cornell Powell,WR,28.0,"6' 0""",205 lbs,5,
PIT,DK Metcalf,WR,28.0,"6' 4""",229 lbs,8,
PIT,Germie Bernard,WR,22.0,"6' 1""",206 lbs,0,
PIT,Isaiah Winstead,WR,27.0,"6' 4""",213 lbs,1,
PIT,Jakobie Keeney-James,WR,25.0,"6' 1""",195 lbs,1,
PIT,Joaquin Davis,WR,24.0,"6' 4""",195 lbs,1,
PIT,Kaden Wetjen,WR,24.0,"5' 9""",196 lbs,0,
PIT,Levi Wentz,WR,24.0,"6' 2""",205 lbs,0,
PIT,Michael Pittman Jr.,WR,28.0,"6' 4""",223 lbs,7,
PIT,Roman Wilson,WR,25.0,"5' 10""",186 lbs,3,
SEA,Drew Lock,QB,29.0,"6' 4""",228 lbs,8,
SEA,Jalen Milroe,QB,23.0,"6' 2""",216 lbs,2,
SEA,Sam Darnold,QB,29.0,"6' 3""",225 lbs,9,
SEA,Anthony Hankerson,RB,22.0,"5' 8""",204 lbs,0,
SEA,Emanuel Wilson,RB,27.0,"5' 10""",226 lbs,4,
SEA,George Holani,RB,26.0,"5' 11""",210 lbs,3,
SEA,Jacardia Wright,RB,25.0,"6' 0""",218 lbs,1,
SEA,Jadarian Price,RB,22.0,"5' 11""",209 lbs,0,
SEA,Zach Charbonnet,RB,25.0,"6' 1""",220 lbs,4,
SEA,AJ Barner,TE,24.0,"6' 6""",251 lbs,3,
SEA,Elijah Arroyo,TE,23.0,"6' 5""",254 lbs,2,
SEA,Eric Saubert,TE,32.0,"6' 5""",248 lbs,9,
SEA,Nick Kallerup,TE,25.0,"6' 5""",266 lbs,2,
SEA,Nick Vannett,TE,33.0,"6' 6""",261 lbs,11,
SEA,Cody White,WR,27.0,"6' 3""",227 lbs,5,
SEA,Cooper Kupp,WR,33.0,"6' 1""",205 lbs,10,
SEA,Emmanuel Henderson Jr.,WR,23.0,"6' 1""",185 lbs,0,
SEA,Irv Charles,WR,29.0,"6' 4""",219 lbs,4,
SEA,Jake Bobo,WR,28.0,"6' 4""",211 lbs,4,
SEA,Jaxon Smith-Njigba,WR,24.0,"6' 0""",197 lbs,4,
SEA,Julian Hicks,WR,26.0,"6' 2""",201 lbs,1,
SEA,Montorie Foster Jr.,WR,25.0,"5' 11""",188 lbs,1,
SEA,Rashad Rochelle,WR,22.0,"5' 11""",185 lbs,0,
SEA,Rashid Shaheed,WR,27.0,"6' 0""",180 lbs,5,
SEA,Ricky White III,WR,24.0,"6' 1""",181 lbs,1,
SEA,Tory Horton,WR,23.0,"6' 2""",196 lbs,2,
SEA,Velus Jones Jr.,WR,29.0,"6' 0""",204 lbs,6,
SF,Adrian Martinez,QB,26.0,"6' 2""",220 lbs,2,
SF,Brock Purdy,QB,26.0,"6' 1""",220 lbs,5,
SF,Kurtis Rourke,QB,25.0,"6' 4""",220 lbs,1,
SF,Mac Jones,QB,27.0,"6' 3""",220 lbs,6,
SF,Christian McCaffrey,RB,30.0,"5' 11""",210 lbs,10,
SF,Isaac Guerendo,RB,26.0,"6' 0""",221 lbs,3,
SF,Jordan James,RB,22.0,"5' 9""",208 lbs,2,
SF,Kaelon Black,RB,24.0,"5' 9""",208 lbs,0,
SF,Khalil Herbert,RB,28.0,"5' 9""",212 lbs,6,
SF,Patrick Taylor Jr.,RB,28.0,"6' 2""",217 lbs,6,
SF,Sincere McCormick,RB,25.0,"5' 8""",204 lbs,3,
SF,Zamir White,RB,26.0,"5' 11""",227 lbs,4,
SF,Brayden Willis,TE,26.0,"6' 4""",240 lbs,4,
SF,George Kittle,TE,32.0,"6' 4""",250 lbs,10,
SF,Hayden Rucci,TE,25.0,"6' 5""",247 lbs,1,
SF,Jake Tonges,TE,27.0,"6' 4""",240 lbs,4,
SF,Josiah Deguara,TE,29.0,"6' 2""",240 lbs,6,
SF,Khalil Dinkins,TE,24.0,"6' 4""",226 lbs,0,
SF,Luke Farrell,TE,28.0,"6' 5""",250 lbs,6,
SF,Tanner McLachlan,TE,27.0,"6' 5""",244 lbs,2,
SF,Brandon Aiyuk,WR,28.0,"6' 0""",200 lbs,6,
SF,Christian Kirk,WR,29.0,"5' 11""",200 lbs,9,
SF,De'Zhaun Stribling,WR,23.0,"6' 2""",207 lbs,0,
SF,Deebo Samuel Sr.,WR,30.0,"6' 0""",215 lbs,8,
SF,Demarcus Robinson,WR,31.0,"6' 1""",202 lbs,11,
SF,Jacob Cowing,WR,25.0,"5' 9""",171 lbs,3,
SF,Jordan Watkins,WR,24.0,"5' 11""",196 lbs,2,
SF,KhaDarel Hodge,WR,31.0,"6' 2""",210 lbs,9,
SF,Malik Turner,WR,30.0,"6' 2""",202 lbs,5,
SF,Mike Evans,WR,33.0,"6' 5""",231 lbs,13,
SF,Ricky Pearsall,WR,25.0,"6' 1""",189 lbs,3,
SF,Trenton Irwin,WR,30.0,"6' 2""",204 lbs,6,
SF,Wesley Grimes,WR,22.0,"6' 2""",194 lbs,0,
SF,Will Pauling,WR,23.0,"5' 9""",183 lbs,0,
TB,Baker Mayfield,QB,31.0,"6' 1""",215 lbs,9,
TB,Connor Bazelak,QB,25.0,"6' 3""",225 lbs,2,
TB,Jake Browning,QB,30.0,"6' 2""",209 lbs,4,
TB,Jalon Daniels,QB,23.0,"6' 1""",219 lbs,0,
TB,Barika Kpeenu,RB,,"5' 10""",213 lbs,0,
TB,Bucky Irving,RB,24.0,"5' 10""",195 lbs,3,
TB,Josh Williams,RB,25.0,"5' 9""",210 lbs,2,
TB,Kadarius Calloway,RB,24.0,"6' 0""",213 lbs,0,
TB,Kenny Gainwell,RB,27.0,"5' 9""",200 lbs,6,
TB,Sean Tucker,RB,24.0,"5' 10""",205 lbs,4,
TB,Bauer Sharp,TE,23.0,"6' 4""",246 lbs,0,
TB,Cade Otton,TE,27.0,"6' 5""",247 lbs,5,
TB,Devin Culp,TE,26.0,"6' 4""",237 lbs,3,
TB,Kenny Fletcher Jr.,TE,22.0,"6' 3""",250 lbs,0,
TB,Ko Kieft,TE,28.0,"6' 5""",265 lbs,5,
TB,Payne Durham,TE,26.0,"6' 5""",255 lbs,4,
TB,Chris Godwin Jr.,WR,30.0,"6' 1""",209 lbs,10,
TB,David Sills V,WR,30.0,"6' 3""",211 lbs,4,
TB,Dean Patterson,WR,24.0,"6' 2""",200 lbs,0,
TB,Dennis Houston,WR,27.0,"6' 1""",190 lbs,1,
TB,Emeka Egbuka,WR,23.0,"6' 1""",205 lbs,2,
TB,Eric Rivers Jr.,WR,23.0,"5' 10""",176 lbs,0,
TB,Garrett Greene,WR,24.0,"5' 11""",201 lbs,1,
TB,Jalen McMillan,WR,24.0,"6' 1""",192 lbs,3,
TB,Kameron Johnson,WR,24.0,"5' 10""",170 lbs,3,
TB,Ted Hurst III,WR,22.0,"6' 3""",185 lbs,0,
TB,Tez Johnson,WR,24.0,"5' 10""",165 lbs,2,
TEN,Cam Ward,QB,24.0,"6' 2""",219 lbs,2,
TEN,Hendon Hooker,QB,28.0,"6' 3""",220 lbs,3,
TEN,Mitchell Trubisky,QB,32.0,"6' 3""",222 lbs,10,
TEN,Will Levis,QB,27.0,"6' 4""",229 lbs,4,
TEN,D'Ernest Johnson,RB,30.0,"5' 11""",205 lbs,7,
TEN,Julius Chestnut,RB,25.0,"5' 11""",228 lbs,5,
TEN,Kalel Mullings,RB,23.0,"6' 2""",226 lbs,2,
TEN,Michael Carter,RB,27.0,"5' 8""",201 lbs,5,
TEN,Nicholas Singleton,RB,22.0,"6' 0""",219 lbs,0,
TEN,Tony Pollard,RB,29.0,"6' 0""",209 lbs,8,
TEN,Tyjae Spears,RB,25.0,"5' 11""",195 lbs,4,
TEN,Daniel Bellinger,TE,25.0,"6' 6""",255 lbs,5,
TEN,David Martin-Robinson,TE,26.0,"6' 3""",247 lbs,3,
TEN,Gunnar Helm,TE,23.0,"6' 5""",241 lbs,2,
TEN,Jaren Kanak,TE,22.0,"6' 2""",234 lbs,0,
TEN,Joel Wilson,TE,26.0,"6' 4""",245 lbs,1,
TEN,Kylen Granson,TE,28.0,"6' 3""",242 lbs,6,
TEN,Bryce Oliver,WR,26.0,"6' 1""",214 lbs,3,
TEN,Calvin Ridley,WR,31.0,"6' 1""",190 lbs,8,
TEN,Carnell Tate,WR,21.0,"6' 2""",192 lbs,0,
TEN,Chimere Dike,WR,23.0,"6' 1""",196 lbs,2,
TEN,Courtney Jackson,WR,25.0,"5' 11""",183 lbs,1,
TEN,Elic Ayomanor,WR,23.0,"6' 2""",206 lbs,2,
TEN,Hank Beatty,WR,22.0,"5' 10""",179 lbs,0,
TEN,K.J. Osborn,WR,29.0,"5' 11""",203 lbs,6,
TEN,Lance McCutcheon,WR,27.0,"6' 3""",202 lbs,2,
TEN,Mason Kinsey,WR,27.0,"5' 11""",200 lbs,4,
TEN,Tyren Montgomery,WR,25.0,"5' 11""",204 lbs,0,
TEN,Wan'Dale Robinson,WR,25.0,"5' 8""",185 lbs,5,
TEN,Xavier Restrepo,WR,24.0,"5' 10""",202 lbs,1,
WSH,Athan Kaliakmanis,QB,23.0,"6' 2""",216 lbs,0,
WSH,Jayden Daniels,QB,25.0,"6' 4""",210 lbs,3,
WSH,Marcus Mariota,QB,32.0,"6' 4""",222 lbs,12,
WSH,Sam Hartman,QB,27.0,"6' 1""",209 lbs,1,
WSH,Craig Reynolds,RB,30.0,"5' 11""",225 lbs,7,
WSH,Jacory Croskey-Merritt,RB,25.0,"5' 11""",208 lbs,2,
WSH,Jeremy McNichols,RB,30.0,"5' 9""",205 lbs,6,
WSH,Kaytron Allen,RB,23.0,"5' 11""",217 lbs,0,
WSH,Rachaad White,RB,27.0,"6' 0""",214 lbs,5,
WSH,Robert Henry Jr.,RB,24.0,"5' 9""",196 lbs,0,
WSH,Ben Sinnott,TE,24.0,"6' 4""",245 lbs,3,
WSH,Chig Okonkwo,TE,26.0,"6' 3""",238 lbs,5,
WSH,Colson Yankoff,TE,26.0,"6' 4""",225 lbs,3,
WSH,John Bates,TE,28.0,"6' 6""",256 lbs,6,
WSH,Lawrence Cager,TE,29.0,"6' 5""",220 lbs,4,
WSH,Quentin Moore,TE,25.0,"6' 5""",260 lbs,0,
WSH,Tre' McKitty,TE,27.0,"6' 4""",246 lbs,4,
WSH,Antonio Williams,WR,22.0,"5' 11""",195 lbs,0,
WSH,Dyami Brown,WR,26.0,"6' 0""",195 lbs,6,
WSH,Jacoby Jones,WR,25.0,"6' 3""",228 lbs,1,
WSH,Jaden Bradley,WR,23.0,"6' 4""",195 lbs,0,
WSH,Jaylin Lane,WR,24.0,"5' 10""",196 lbs,2,
WSH,Luke McCaffrey,WR,25.0,"6' 2""",195 lbs,3,
WSH,Nick Nash,WR,27.0,"6' 3""",195 lbs,1,
WSH,Stefon Diggs,WR,32.0,"6' 0""",191 lbs,12,
WSH,Terry McLaurin,WR,30.0,"6' 0""",210 lbs,8,
WSH,Treylon Burks,WR,26.0,"6' 2""",225 lbs,5,
WSH,Van Jefferson,WR,30.0,"6' 1""",200 lbs,7,
