Rk,Name,Age,Tm,OppQual,GS,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
762,Brendon Little*,29,TOR,5.9,0,0,0,,0,6,0,0,0,0,0,6,4,0,0,0,4,0,11,0,0,0,27,1.333,6,0,6,16.5,2.75,redirect.fcgi?player=1&mlb_ID=663893
763,Daniel Lloyd,25,BAL,5.8,0,0,0,,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=681463
764,Jonathan Loáisiga,31,AZ,6.6,0,1,0,1,4.5,8,0,0,0,0,0,8,9,4,4,1,2,0,9,0,0,0,35,1.375,10.1,1.1,2.3,10.1,4.5,redirect.fcgi?player=1&mlb_ID=642528
765,Ryan Lobus,25,TEX,6.2,0,0,0,,0,4,0,0,0,0,0,5,2,0,0,0,2,0,2,0,0,0,19,0.8,3.6,0,3.6,3.6,1,redirect.fcgi?player=1&mlb_ID=815590
766,Lael Lockhart*,28,DET,5.4,0,0,0,,6.75,2,0,1,0,0,0,1.1,1,2,1,0,1,0,1,1,0,0,8,1.5,6.8,0,6.8,6.8,1,redirect.fcgi?player=1&mlb_ID=679712
767,Nick Lodolo*,28,CIN,8.2,5,1,2,0.333,7.24,5,5,0,0,0,0,13.2,18,12,11,4,4,0,18,1,0,0,64,1.61,11.9,2.6,2.6,11.9,4.5,redirect.fcgi?player=1&mlb_ID=666157
768,Josh Loeschorn,26,PIT,6.8,0,0,0,,13.5,2,0,0,0,0,0,1.1,3,2,2,0,3,0,2,0,0,0,10,4.5,20.3,0,20.3,13.5,0.67,redirect.fcgi?player=1&mlb_ID=700380
769,Carter Loewen,27,SD,7.8,0,0,0,,18,2,0,0,0,0,0,1,3,2,2,0,1,0,2,0,0,0,6,4,27,0,9,18,2,redirect.fcgi?player=1&mlb_ID=659389
770,Ryan Long,26,BAL,7.4,0,0,0,,4.5,2,0,1,0,0,0,2,2,1,1,1,2,0,2,0,0,0,9,2,9,4.5,9,9,1,redirect.fcgi?player=1&mlb_ID=702465
771,Eric Loomis,24,TEX,6.6,0,0,0,,0,4,0,2,0,0,1,4,0,0,0,0,1,0,2,0,0,0,13,0.25,0,0,2.3,4.5,2,redirect.fcgi?player=1&mlb_ID=823793
772,Reynaldo López,32,ATL,7.7,5,2,2,0.5,4.15,5,5,0,0,0,0,17.1,16,8,8,1,8,0,15,0,0,0,74,1.385,8.3,0.5,4.2,7.8,1.88,redirect.fcgi?player=1&mlb_ID=625643
773,Leandro Lopez,24,TEX,6.3,0,1,0,1,2.08,3,0,1,0,0,0,4.1,5,1,1,0,1,0,10,1,0,0,20,1.385,10.4,0,2.1,20.8,10,redirect.fcgi?player=1&mlb_ID=699214
774,Jacob Lopez*,28,ATH,7.5,3,1,0,1,4.5,3,3,0,0,0,0,8,8,4,4,1,6,0,11,0,0,0,37,1.75,9,1.1,6.8,12.4,1.83,redirect.fcgi?player=1&mlb_ID=682052
775,Brad Lord,26,WSH,7.2,1,0,1,0,2.03,6,1,0,0,0,0,13.1,12,4,3,0,4,0,10,1,0,1,55,1.2,8.1,0,2.7,6.8,2.5,redirect.fcgi?player=1&mlb_ID=695418
776,Michael Lorenzen,34,COL,7.9,4,0,1,0,10.97,4,4,0,0,0,0,10.2,15,13,13,4,9,0,6,1,0,0,53,2.25,12.7,3.4,7.6,5.1,0.67,redirect.fcgi?player=1&mlb_ID=547179
777,Gregori Louis*,23,NYM,5.9,0,0,0,,0,3,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,0.75,6.8,0,0,0,,redirect.fcgi?player=1&mlb_ID=805774
778,Ryan Loutos,27,SEA,6.4,0,0,0,,18,4,0,1,0,0,0,3,7,7,6,1,0,0,4,1,0,0,17,2.333,21,3,0,12,,redirect.fcgi?player=1&mlb_ID=702795
779,Austin Love,27,STL,6.7,0,0,0,,0,7,0,3,0,0,0,5,3,0,0,0,2,0,2,0,0,0,19,1,5.4,0,3.6,3.6,1,redirect.fcgi?player=1&mlb_ID=676153
780,Richard Lovelady*,30,WSHNYM,6.5,0,0,0,,2.25,4,0,1,0,0,1,4,4,1,1,0,3,0,7,0,0,0,19,1.75,9,0,6.8,15.8,2.33,redirect.fcgi?player=1&mlb_ID=663992
781,Rhett Lowder,24,CIN,7.7,3,0,1,0,3.75,4,3,0,0,0,0,12,13,8,5,0,6,0,15,0,0,0,55,1.583,9.8,0,4.5,11.3,2.5,redirect.fcgi?player=1&mlb_ID=695076
782,Joey Lucchesi*,33,SF,6.8,0,0,0,,3,3,0,0,0,0,0,3,5,1,1,0,0,0,2,0,0,0,14,1.667,15,0,0,6,,redirect.fcgi?player=1&mlb_ID=664192
783,Kyle Luckham,26,WSH,6.6,0,1,0,1,0,2,0,1,0,0,0,2.2,1,0,0,0,1,0,3,0,0,1,10,0.75,3.4,0,3.4,10.1,3,redirect.fcgi?player=1&mlb_ID=680734
784,Seth Lugo,36,KC,7,2,1,0,1,3.6,2,2,0,0,0,0,5,8,2,2,2,0,0,5,0,0,0,21,1.6,14.4,3.6,0,9,,redirect.fcgi?player=1&mlb_ID=607625
785,Reese Lumpkin,24,SEA,5.9,0,0,0,,15.43,4,0,2,0,0,1,2.1,4,4,4,2,1,0,2,0,0,0,12,2.143,15.4,7.7,3.9,7.7,2,redirect.fcgi?player=1&mlb_ID=813609
786,Wyatt Lunsford-Shenkman,23,SEA,9.7,0,0,0,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=701828
787,Jesús Luzardo*,28,PHI,7.5,4,3,1,0.75,2.7,4,4,0,0,0,0,16.2,19,5,5,2,4,0,19,0,1,0,71,1.38,10.3,1.1,2.2,10.3,4.75,redirect.fcgi?player=1&mlb_ID=666200
788,Daniel Lynch IV*,29,KC,7.5,0,1,0,1,2.79,9,0,3,0,0,0,9.2,5,3,3,1,6,0,12,0,0,3,40,1.138,4.7,0.9,5.6,11.2,2,redirect.fcgi?player=1&mlb_ID=663738
789,Isaac Lyon,22,WSH,,0,0,0,,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=805214
790,Jared Lyons,25,CIN,6.2,0,0,0,,67.5,1,0,1,0,0,0,0.2,4,5,5,1,1,0,1,0,0,2,7,7.5,54,13.5,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=805723
791,Tommy Mace,27,CLE,5.6,0,0,0,,6,3,0,2,0,0,0,3,2,2,2,1,1,0,4,0,0,0,12,1,6,3,3,12,4,redirect.fcgi?player=1&mlb_ID=676390
792,Irvin Machuca,26,CIN,5.1,0,0,0,,13.5,1,0,1,0,0,0,0.2,1,1,1,1,0,0,1,0,0,0,3,1.5,13.5,13.5,0,13.5,,redirect.fcgi?player=1&mlb_ID=685829
793,Adam Macko*,25,TOR,7.9,0,0,0,,0,2,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,11,0.667,0,0,6,6,1,redirect.fcgi?player=1&mlb_ID=671936
794,Christian MacLeod*,26,MIN,7.9,1,0,1,0,5.4,1,1,0,0,0,0,1.2,0,1,1,0,2,0,1,0,0,0,7,1.2,0,0,10.8,5.4,0.5,redirect.fcgi?player=1&mlb_ID=681306
795,Ty Madden,26,DET,8,2,1,0,1,1.59,2,2,0,0,0,0,5.2,2,1,1,0,3,0,3,1,0,0,21,0.882,3.2,0,4.8,4.8,1,redirect.fcgi?player=1&mlb_ID=680744
796,Bryan Magdaleno*,25,TEX,7.7,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,27,,redirect.fcgi?player=1&mlb_ID=692447
797,Ryan Magdic*,26,ATH,8.3,0,0,0,,54,1,0,0,0,0,0,0.1,1,2,2,1,1,0,0,0,0,0,3,6,27,27,27,0,0,redirect.fcgi?player=1&mlb_ID=678163
798,Andrew Magno*,28,BAL,6.1,0,1,0,1,6.75,4,0,2,0,0,0,4,4,5,3,0,2,0,3,1,0,1,20,1.5,9,0,4.5,6.8,1.5,redirect.fcgi?player=1&mlb_ID=687841
799,Tyler Mahle,31,SF,8,4,3,0,1,0,4,4,0,0,0,0,10,2,0,0,0,7,0,13,0,0,0,40,0.9,1.8,0,6.3,11.7,1.86,redirect.fcgi?player=1&mlb_ID=641816
800,Lucas Mahlstedt,23,LAA,5.5,0,0,0,,0,1,0,0,0,0,0,0.2,1,0,0,0,1,0,1,0,0,0,4,3,13.5,0,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=822652
801,Adam Maier,24,ATL,5.6,0,0,0,,0,2,0,1,0,0,1,0.2,1,0,0,0,1,0,0,0,0,0,4,3,13.5,0,13.5,0,0,redirect.fcgi?player=1&mlb_ID=683264
802,Alex Makarewich,24,LAD,6.5,0,0,0,,inf,1,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,4,,,,,,0,redirect.fcgi?player=1&mlb_ID=801317
803,Gerelmi Maldonado,22,SF,5.8,0,0,0,,27,2,0,0,0,0,0,1,2,3,3,1,3,0,1,0,0,0,8,5,18,9,27,9,0.33,redirect.fcgi?player=1&mlb_ID=698965
804,Anthony Maldonado,28,HOU,5.3,0,1,0,1,2.84,6,0,3,0,0,1,6.1,3,2,2,1,1,0,2,0,0,0,22,0.632,4.3,1.4,1.4,2.8,2,redirect.fcgi?player=1&mlb_ID=687424
805,Josh Mallitz,24,SD,6.7,0,0,0,,18,1,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,6,3,18,9,9,0,0,redirect.fcgi?player=1&mlb_ID=695256
806,Sean Manaea*,34,NYM,6.8,3,0,2,0,3.72,3,3,0,0,0,0,9.2,7,4,4,2,2,0,9,0,0,0,36,0.931,6.5,1.9,1.9,8.4,4.5,redirect.fcgi?player=1&mlb_ID=640455
807,Joey Mancini,26,HOU,6.5,0,0,0,,0,1,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,7,1,0,0,9,4.5,0.5,redirect.fcgi?player=1&mlb_ID=686223
808,Mark Manfredi*,26,MIL,5.2,0,0,0,,9,5,0,2,0,0,0,4,3,4,4,1,5,0,5,0,0,0,21,2,6.8,2.3,11.3,11.3,1,redirect.fcgi?player=1&mlb_ID=815081
809,Alek Manoah,28,LAA,8.2,5,0,2,0,9.39,5,5,0,0,0,0,15.1,23,16,16,5,14,0,13,0,0,2,76,2.413,13.5,2.9,8.2,7.6,0.93,redirect.fcgi?player=1&mlb_ID=666201
810,Joe Mantiply*,35,TOR,7.8,0,0,0,,3,3,0,0,0,0,0,3,3,1,1,1,1,0,2,0,0,0,13,1.333,9,3,3,6,2,redirect.fcgi?player=1&mlb_ID=573009
811,Nick Margevicius*,30,SF,5.9,0,1,1,0.5,5.25,5,0,2,0,0,0,12,18,8,7,0,1,0,6,0,0,0,52,1.583,13.5,0,0.8,4.5,6,redirect.fcgi?player=1&mlb_ID=676606
812,Ron Marinaccio,30,SD,6.6,0,0,0,,1.8,5,0,2,0,0,0,5,3,1,1,1,1,0,5,0,0,1,19,0.8,5.4,1.8,1.8,9,5,redirect.fcgi?player=1&mlb_ID=676760
813,Germán Márquez,31,SD,7.6,4,1,2,0.333,7.16,5,4,0,0,0,0,16.1,17,13,13,3,7,0,23,2,0,0,74,1.469,9.4,1.7,3.9,12.7,3.29,redirect.fcgi?player=1&mlb_ID=608566
814,Chandler Marsh,23,BAL,6.2,0,0,0,,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,1,9,0,0,18,,redirect.fcgi?player=1&mlb_ID=694285
815,Yunior Marte,31,CIN,6.6,0,0,0,,7.5,6,0,0,0,0,0,6,9,5,5,2,2,0,11,0,0,1,29,1.833,13.5,3,3,16.5,5.5,redirect.fcgi?player=1&mlb_ID=628708
816,Trevor Martin,25,TB,6.5,0,1,0,1,6.23,9,0,3,0,0,1,8.2,10,6,6,1,2,0,10,0,1,0,35,1.385,10.4,1,2.1,10.4,5,redirect.fcgi?player=1&mlb_ID=694680
817,Riley Martin*,28,CHC,7.8,1,1,1,0.5,5.06,4,1,0,0,0,0,5.1,6,3,3,0,1,0,4,0,0,1,22,1.313,10.1,0,1.7,6.8,4,redirect.fcgi?player=1&mlb_ID=702303
818,Payton Martin,22,LAD,7.3,0,1,0,1,0,2,0,0,0,0,0,2.2,1,0,0,0,2,0,1,1,0,0,10,1.125,3.4,0,6.8,3.4,0.5,redirect.fcgi?player=1&mlb_ID=806293
819,Davis Martin,29,CWS,7.7,4,2,1,0.667,3.24,5,4,0,0,0,0,16.2,9,6,6,1,8,0,13,1,0,1,66,1.02,4.9,0.5,4.3,7,1.63,redirect.fcgi?player=1&mlb_ID=663436
820,Corbin Martin,30,CHC,6.9,0,0,0,,7.04,8,0,2,0,0,0,7.2,7,6,6,1,5,0,10,0,0,0,34,1.565,8.2,1.2,5.9,11.7,2,redirect.fcgi?player=1&mlb_ID=656686
821,Colby Martin,25,MIA,5.6,0,1,1,0.5,16.2,3,0,0,0,0,0,1.2,1,3,3,0,2,0,4,0,0,0,8,1.8,5.4,0,10.8,21.6,2,redirect.fcgi?player=1&mlb_ID=814508
822,Chris Martin,40,TEX,6.5,0,0,0,,3.6,5,0,0,0,0,0,5,5,2,2,0,1,0,5,0,0,0,21,1.2,9,0,1.8,9,5,redirect.fcgi?player=1&mlb_ID=455119
823,Xavier Martinez,23,CLE,7.8,0,0,0,,0,2,0,1,0,0,1,1.2,0,0,0,0,3,0,1,0,0,0,9,1.8,0,0,16.2,5.4,0.33,redirect.fcgi?player=1&mlb_ID=821970
824,Seth Martinez,31,BOS,6.1,0,2,0,1,7.27,7,0,1,0,0,0,8.2,11,7,7,1,4,0,5,2,0,1,41,1.731,11.4,1,4.2,5.2,1.25,redirect.fcgi?player=1&mlb_ID=661527
825,Nick Martinez,35,TB,8,4,0,4,0,14.49,4,4,0,0,0,0,13.2,29,22,22,5,6,0,7,0,0,0,74,2.561,19.1,3.3,4,4.6,1.17,redirect.fcgi?player=1&mlb_ID=607259
826,Liomar Martinez,21,MIA,6.4,0,0,0,,18,1,0,0,0,0,0,1,1,2,2,0,2,0,0,0,0,3,6,3,9,0,18,0,0,redirect.fcgi?player=1&mlb_ID=801737
827,Izaak Martinez*,24,CLE,5.1,0,0,0,,0,3,0,1,0,0,1,2.1,1,0,0,0,1,0,1,0,0,0,8,0.857,3.9,0,3.9,3.9,1,redirect.fcgi?player=1&mlb_ID=801555
828,Luis Martinez-Gomez,23,CHC,6.6,0,0,0,,0,1,0,0,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,0.75,6.8,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=815292
829,Quinn Mathews*,25,STL,7.6,2,1,1,0.5,4.09,4,2,0,0,0,0,11,7,6,5,1,7,0,16,3,0,1,51,1.273,5.7,0.8,5.7,13.1,2.29,redirect.fcgi?player=1&mlb_ID=687273
830,David Matoma,20,PIT,6.9,0,0,0,,10.8,1,0,0,0,0,0,1.2,1,2,2,0,3,0,4,0,0,1,9,2.4,5.4,0,16.2,21.6,1.33,redirect.fcgi?player=1&mlb_ID=807968
831,Phil Maton,33,CHC,7.2,0,0,0,,1.29,7,0,0,0,0,0,7,3,1,1,1,5,0,5,1,0,1,28,1.143,3.9,1.3,6.4,6.4,1,redirect.fcgi?player=1&mlb_ID=664208
832,Sean Matson,24,CLE,9,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=822483
833,Zebby Matthews,26,MIN,7.9,2,0,2,0,5.73,3,2,0,0,0,0,11,12,9,7,0,4,0,9,0,0,3,50,1.455,9.8,0,3.3,7.4,2.25,redirect.fcgi?player=1&mlb_ID=805673
834,Tyler Mattison,26,DET,6.9,0,0,0,,2.7,4,0,1,0,0,0,3.1,1,1,1,0,3,0,6,0,0,1,14,1.2,2.7,0,8.1,16.2,2,redirect.fcgi?player=1&mlb_ID=694331
835,Isaac Mattson,30,PIT,7.1,0,2,0,1,0,7,0,0,0,0,0,7.1,2,0,0,0,1,0,8,0,0,0,25,0.409,2.5,0,1.2,9.8,8,redirect.fcgi?player=1&mlb_ID=676755
836,Steven Matz*,35,TB,8.1,3,1,0,1,0,3,3,0,0,0,0,11,6,0,0,0,3,0,8,0,0,0,39,0.818,4.9,0,2.5,6.5,2.67,redirect.fcgi?player=1&mlb_ID=571927
837,Brycen Mautz*,24,STL,7.2,0,0,0,,2.84,3,0,0,0,0,0,6.1,5,3,2,0,7,0,6,1,0,0,31,1.895,7.1,0,9.9,8.5,0.86,redirect.fcgi?player=1&mlb_ID=802408
838,Zach Maxwell,25,CIN,6.1,0,1,0,1,5.4,9,0,4,0,0,2,8.1,10,6,5,1,7,0,13,0,0,2,42,2.04,10.8,1.1,7.6,14,1.86,redirect.fcgi?player=1&mlb_ID=687209
839,Dustin May,28,STL,7.6,3,0,1,0,1.54,3,3,0,0,0,0,11.2,7,2,2,0,4,0,7,0,0,0,45,0.943,5.4,0,3.1,5.4,1.75,redirect.fcgi?player=1&mlb_ID=669160
840,Gunner Mayer,25,SEA,7.3,0,0,1,0,81,1,0,0,0,0,0,0.1,2,3,3,2,1,0,0,0,0,0,4,9,54,54,27,0,0,redirect.fcgi?player=1&mlb_ID=686763
841,Tim Mayza*,34,PHI,6.9,1,1,1,0.5,6.75,9,1,3,0,0,0,9.1,12,9,7,2,2,0,10,0,0,1,43,1.5,11.6,1.9,1.9,9.6,5,redirect.fcgi?player=1&mlb_ID=641835
842,Adam Mazur,25,MIA,7.5,1,0,0,,0,2,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,10,0.667,0,0,6,3,0.5,redirect.fcgi?player=1&mlb_ID=800049
843,Zach McCambley,27,PHI,7.6,0,0,0,,1.23,8,0,0,0,0,0,7.1,5,1,1,0,6,0,4,1,0,0,31,1.5,6.1,0,7.4,4.9,0.67,redirect.fcgi?player=1&mlb_ID=685112
844,Darren McCaughan,30,CIN,5.2,0,0,0,,1.59,5,0,3,0,0,1,5.2,4,1,1,1,2,0,6,1,0,1,22,1.059,6.4,1.6,3.2,9.5,3,redirect.fcgi?player=1&mlb_ID=670766
845,Shane McClanahan*,29,TB,7.7,4,3,0,1,2.08,4,4,0,0,0,0,13,8,3,3,1,5,0,15,1,0,0,51,1,5.5,0.7,3.5,10.4,3,redirect.fcgi?player=1&mlb_ID=663556
846,Tommy McCollum,27,TB,6,0,0,0,,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,,redirect.fcgi?player=1&mlb_ID=695294
847,Kyle McCoy*,22,CIN,6.1,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,9,0,0,18,,redirect.fcgi?player=1&mlb_ID=702578
848,Lance McCullers Jr.,32,HOU,8.1,3,1,0,1,3.38,3,3,0,0,0,0,8,6,3,3,1,4,0,5,1,0,0,32,1.25,6.8,1.1,4.5,5.6,1.25,redirect.fcgi?player=1&mlb_ID=621121
849,Garrett McDaniels*,26,LAD,6.9,0,0,0,,7.36,4,0,0,0,0,0,3.2,9,3,3,2,1,0,0,0,0,0,19,2.727,22.1,4.9,2.5,0,0,redirect.fcgi?player=1&mlb_ID=680729
850,Chayce McDermott,27,BAL,5.5,0,0,0,,9,3,0,0,0,0,0,3,4,3,3,3,1,0,6,0,0,0,13,1.667,12,9,3,18,6,redirect.fcgi?player=1&mlb_ID=694646
851,Trevor McDonald,25,SF,7.5,1,0,0,,6.94,6,1,0,0,0,0,11.2,12,9,9,4,2,0,14,2,0,2,50,1.2,9.3,3.1,1.5,10.8,7,redirect.fcgi?player=1&mlb_ID=686790
852,LJ McDonough,26,ATL,6.3,0,0,0,,0,4,0,2,0,0,1,2,1,0,0,0,1,0,4,0,0,0,8,1,4.5,0,4.5,18,4,redirect.fcgi?player=1&mlb_ID=690229
853,Tanner McDougal,23,CWS,7.1,0,0,1,0,2.25,3,0,1,0,0,1,8,7,2,2,0,0,0,7,1,0,0,32,0.875,7.9,0,0,7.9,,redirect.fcgi?player=1&mlb_ID=701780
854,Alex McFarlane,25,PHI,6,0,0,0,,0,3,0,1,0,0,0,3,1,0,0,0,2,0,3,0,0,0,11,1,3,0,6,9,1.5,redirect.fcgi?player=1&mlb_ID=686934
855,Griff McGarry,27,WSH,6,0,0,0,,3.18,6,0,1,0,0,1,5.2,4,2,2,1,5,0,6,1,0,0,27,1.588,6.4,1.6,7.9,9.5,1.2,redirect.fcgi?player=1&mlb_ID=676046
856,Easton McGee,28,MIL,7.8,1,0,0,,4.35,8,1,2,0,0,0,10.1,8,5,5,2,3,0,11,1,0,0,42,1.065,7,1.7,2.6,9.6,3.67,redirect.fcgi?player=1&mlb_ID=668834
857,Trey McGough*,28,NYM,6.1,0,0,0,,9,1,0,1,0,0,1,1,2,1,1,0,1,0,1,0,0,0,5,3,18,0,9,9,1,redirect.fcgi?player=1&mlb_ID=690736
858,Michael McGreevy,25,STL,7.7,5,4,0,1,2.45,5,5,0,0,0,0,18.1,16,5,5,3,2,0,16,1,0,0,73,0.982,7.9,1.5,1,7.9,8,redirect.fcgi?player=1&mlb_ID=700241
859,Logan McGuire,23,CLE,6.3,0,0,0,,0,2,0,0,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,1.5,13.5,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=695661
860,Evan McKendry,28,MIA,6,0,0,0,,27,2,0,1,0,0,0,2,7,6,6,2,0,0,1,2,0,1,15,3.5,31.5,9,0,4.5,,redirect.fcgi?player=1&mlb_ID=679928
861,Triston McKenzie,28,SD,7,0,1,1,0.5,9.95,4,0,0,0,0,0,6.1,9,7,7,1,9,0,11,0,0,2,36,2.842,12.8,1.4,12.8,15.6,1.22,redirect.fcgi?player=1&mlb_ID=663474
862,Mark McLaughlin,25,CWS,8.2,0,0,0,,13.5,1,0,0,0,0,0,0.2,2,1,1,1,1,0,1,0,0,1,5,4.5,27,13.5,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=687202
863,Nolan McLean,24,NYM,7.5,1,1,0,1,0,1,1,0,0,0,0,4,1,0,0,0,1,0,6,0,0,1,14,0.5,2.3,0,2.3,13.5,6,redirect.fcgi?player=1&mlb_ID=690997
864,Trey McLoughlin,27,HOU,6.5,0,0,0,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=694381
865,Nick Mears,29,KC,8,0,0,0,,9.82,8,0,0,0,0,0,7.1,9,8,8,3,5,0,7,0,0,0,36,1.909,11,3.7,6.1,8.6,1.4,redirect.fcgi?player=1&mlb_ID=683232
866,Bryce Meccage,20,MIL,6.9,0,0,1,0,40.5,1,0,0,0,0,0,0.2,3,3,3,0,1,0,0,0,0,1,6,6,40.5,0,13.5,0,0,redirect.fcgi?player=1&mlb_ID=815501
867,Victor Mederos,25,LAA,7.7,1,0,1,0,12.46,2,1,0,0,0,0,4.1,7,6,6,1,4,0,2,0,0,0,23,2.538,14.5,2.1,8.3,4.2,0.5,redirect.fcgi?player=1&mlb_ID=682989
868,Luis Medina,27,ATH,7.7,0,0,0,,7.36,6,0,0,0,0,0,7.1,6,6,6,1,9,0,5,0,0,1,37,2.045,7.4,1.2,11,6.1,0.56,redirect.fcgi?player=1&mlb_ID=665622
869,Trevor Megill,32,MIL,8,0,0,0,,1.35,7,0,1,0,0,0,6.2,4,1,1,1,1,0,13,0,0,1,25,0.75,5.4,1.4,1.4,17.6,13,redirect.fcgi?player=1&mlb_ID=656730
870,Justin Meis,26,PIT,6.9,0,1,0,1,2.08,5,0,2,0,0,0,4.1,2,1,1,0,1,0,4,1,0,0,17,0.692,4.2,0,2.1,8.3,4,redirect.fcgi?player=1&mlb_ID=701568
871,Juan Mejia,25,COL,8,1,1,0,1,2.45,4,1,0,0,0,0,3.2,1,1,1,0,3,0,5,0,0,0,15,1.091,2.5,0,7.4,12.3,1.67,redirect.fcgi?player=1&mlb_ID=675848
872,Ian Mejia,26,ATL,6.7,0,0,0,,45,2,0,0,0,0,0,1,3,5,5,1,1,0,0,1,0,1,8,4,27,9,9,0,0,redirect.fcgi?player=1&mlb_ID=681256
873,Erick Mejia,31,WSH,4.6,0,0,0,,27,1,0,1,0,0,0,1,3,3,3,0,1,0,0,0,0,0,7,4,27,0,9,0,0,redirect.fcgi?player=1&mlb_ID=625510
874,Ubert Mejías,25,SF,8,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=811229
875,Teofilo Mendez,24,AZ,7.4,0,0,0,,13.5,4,0,1,0,0,0,1.1,3,2,2,1,0,0,2,0,0,0,7,2.25,20.3,6.8,0,13.5,,redirect.fcgi?player=1&mlb_ID=682754
876,Miguel Mendez,23,SD,8.3,0,1,0,1,27,2,0,0,0,0,0,2,5,6,6,0,4,0,3,0,0,0,13,4.5,22.5,0,18,13.5,0.75,redirect.fcgi?player=1&mlb_ID=700280
877,Augusto Mendieta,21,KC,,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,1,0,1,0,0,0,2,3,0,0,27,27,1,redirect.fcgi?player=1&mlb_ID=800078
878,Brayan Mendoza*,22,MIA,7,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=694207
879,Abdiel Mendoza,27,SEA,7.1,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=665959
880,Antonio Menendez,27,AZ,7.3,0,0,0,,13.5,3,0,0,0,0,0,2,2,3,3,1,3,0,1,0,0,1,11,2.5,9,4.5,13.5,4.5,0.33,redirect.fcgi?player=1&mlb_ID=694674
881,Logan Mercado,24,AZ,5.5,0,0,0,,7.71,3,0,1,0,0,1,2.1,2,2,2,0,2,0,2,0,0,1,10,1.714,7.7,0,7.7,7.7,1,redirect.fcgi?player=1&mlb_ID=694781
882,Abel Mercedes,24,ATH,6,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,4,1,0,0,9,27,3,redirect.fcgi?player=1&mlb_ID=701951
883,Hayden Merda,26,NYY,7.5,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,3,1.5,0,0,13.5,0,0,redirect.fcgi?player=1&mlb_ID=675296
884,Julian Merryweather,34,MIN,7.3,0,0,0,,27,1,0,0,0,0,0,0.1,0,1,1,0,1,0,1,0,0,0,2,3,0,0,27,27,1,redirect.fcgi?player=1&mlb_ID=657240
885,Parker Messick*,25,CLE,8.1,3,2,0,1,3.6,4,3,0,0,0,0,15,13,6,6,4,4,0,11,0,0,0,62,1.133,7.8,2.4,2.4,6.6,2.75,redirect.fcgi?player=1&mlb_ID=800048
886,Zach Messinger,26,NYY,6.2,0,0,0,,13.5,2,0,0,0,0,0,3.1,6,5,5,1,0,0,3,1,0,0,16,1.8,16.2,2.7,0,8.1,,redirect.fcgi?player=1&mlb_ID=684725
887,Brian Metoyer,29,NYM,6.1,0,0,0,,20.25,2,0,1,0,0,0,1.1,2,3,3,1,1,0,0,2,0,0,9,2.25,13.5,6.8,6.8,0,0,redirect.fcgi?player=1&mlb_ID=682260
