Rk,Name,Age,Tm,OppQual,GS,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
888,Luis Mey,25,CIN,6.3,0,0,1,0,10.13,9,0,0,0,0,0,8,12,11,9,1,5,0,10,0,0,0,42,2.125,13.5,1.1,5.6,11.3,2,redirect.fcgi?player=1&mlb_ID=682825
889,Max Meyer,27,MIA,7.6,2,1,0,1,0,3,2,0,0,0,0,7,3,0,0,0,1,0,12,0,0,0,24,0.571,3.9,0,1.3,15.4,12,redirect.fcgi?player=1&mlb_ID=676974
890,Trevin Michael,28,DET,7.2,0,0,0,,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,6,3,9,0,18,0,0,redirect.fcgi?player=1&mlb_ID=800723
891,Keynan Middleton,32,LAD,7.1,0,0,0,,0,3,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,10,0.333,3,0,0,6,,redirect.fcgi?player=1&mlb_ID=641871
892,Miles Mikolas,37,WSH,7.5,3,0,1,0,6.52,3,3,0,0,0,0,9.2,9,8,7,2,7,0,6,1,0,0,46,1.655,8.4,1.9,6.5,5.6,0.86,redirect.fcgi?player=1&mlb_ID=571945
893,Karson Milbrandt,22,MIA,7.3,0,0,0,,0,2,0,1,0,0,1,2,1,0,0,0,0,0,3,0,0,0,7,0.5,4.5,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=703596
894,Spencer Miles,25,TOR,6.8,0,0,0,,3.72,7,0,0,0,0,0,9.2,11,4,4,2,5,0,11,1,0,0,46,1.655,10.2,1.9,4.7,10.2,2.2,redirect.fcgi?player=1&mlb_ID=693686
895,Tyson Miller,30,CWS,6.6,0,0,1,0,6.75,7,0,3,0,0,0,6.2,7,5,5,2,5,0,6,2,0,0,34,1.8,9.5,2.7,6.8,8.1,1.2,redirect.fcgi?player=1&mlb_ID=668338
896,Simon Miller,25,CIN,5.4,0,0,1,0,18,2,0,0,0,0,0,1,3,6,2,0,2,0,0,0,0,0,10,5,27,0,18,0,0,redirect.fcgi?player=1&mlb_ID=815043
897,Ryan Miller,30,COL,6.6,0,0,0,,8.44,7,0,4,0,0,1,5.1,5,5,5,1,3,0,3,0,0,0,24,1.5,8.4,1.7,5.1,5.1,1,redirect.fcgi?player=1&mlb_ID=668943
898,Mason Miller,27,SD,7.9,0,0,0,,2.45,4,0,0,0,0,0,3.2,3,2,1,0,1,0,5,0,0,0,16,1.091,7.4,0,2.5,12.3,5,redirect.fcgi?player=1&mlb_ID=695243
899,Jake Miller,25,CLE,6.3,0,0,1,0,16.2,3,0,1,0,0,0,1.2,0,3,3,0,3,0,3,0,0,0,8,1.8,0,0,16.2,16.2,1,redirect.fcgi?player=1&mlb_ID=681313
900,Erik Miller*,28,SF,7,0,0,0,,0,3,0,1,0,0,0,3,2,0,0,0,0,0,4,0,0,0,11,0.667,6,0,0,12,,redirect.fcgi?player=1&mlb_ID=669062
901,Cole Miller,21,ATH,6.6,0,0,0,,inf,1,0,0,0,0,0,0,2,3,3,0,2,0,0,0,0,0,4,,,,,,0,redirect.fcgi?player=1&mlb_ID=800612
902,Bryce Miller,27,SEA,7.2,1,1,0,1,0,1,1,0,0,0,0,1.1,3,0,0,0,0,0,1,0,0,0,6,2.25,20.3,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=682243
903,Zane Mills,25,CHC,6.5,0,0,0,,6.75,2,0,1,0,0,0,1.1,3,2,1,1,0,0,1,0,0,0,7,2.25,20.3,6.8,0,6.8,,redirect.fcgi?player=1&mlb_ID=677312
904,Wyatt Mills,31,LAD,6.9,0,0,1,0,2.25,4,0,1,0,0,0,4,5,1,1,0,3,0,6,2,0,1,22,2,11.3,0,6.8,13.5,2,redirect.fcgi?player=1&mlb_ID=670090
905,Hoby Milner*,35,CHC,7.5,0,0,1,0,3.38,8,0,0,0,0,0,8,8,3,3,1,0,0,8,0,0,0,31,1,9,1.1,0,9,,redirect.fcgi?player=1&mlb_ID=571948
906,Camden Minacci,24,LAA,5.9,0,0,0,,2.7,4,0,2,0,0,2,3.1,3,1,1,0,2,0,5,0,0,0,15,1.5,8.1,0,5.4,13.5,2.5,redirect.fcgi?player=1&mlb_ID=695229
907,Anthony Misiewicz*,31,CIN,6,0,0,0,,1.5,6,0,4,0,0,0,6,3,1,1,0,2,0,6,0,0,0,23,0.833,4.5,0,3,9,3,redirect.fcgi?player=1&mlb_ID=664948
908,Jacob Misiorowski,24,MIL,7.4,2,1,0,1,5.4,3,2,0,0,0,0,11.2,10,7,7,1,5,0,15,1,0,0,50,1.286,7.7,0.8,3.9,11.6,3,redirect.fcgi?player=1&mlb_ID=694819
909,Casey Mize,29,DET,7,4,0,3,0,7.04,5,4,0,0,0,0,15.1,18,15,12,3,10,0,12,3,0,2,75,1.826,10.6,1.8,5.9,7,1.2,redirect.fcgi?player=1&mlb_ID=663554
910,Carmen Mlodzinski,27,PIT,7.5,3,2,0,1,2.92,4,3,0,0,0,0,12.1,15,5,4,1,2,0,14,2,0,2,56,1.378,10.9,0.7,1.5,10.2,7,redirect.fcgi?player=1&mlb_ID=669387
911,Mason Molina*,22,STL,6.6,1,1,1,0.5,14.54,2,1,0,0,0,0,4.1,6,7,7,2,3,0,4,0,0,0,22,2.077,12.5,4.2,6.2,8.3,1.33,redirect.fcgi?player=1&mlb_ID=695766
912,Anthony Molina,24,ATL,6,0,0,0,,2.25,3,0,2,0,0,0,4,2,1,1,0,2,0,3,0,0,0,15,1,4.5,0,4.5,6.8,1.5,redirect.fcgi?player=1&mlb_ID=683627
913,Sam Moll*,34,CIN,7.1,0,0,0,,1.64,11,0,0,0,0,0,11,6,2,2,0,6,0,13,0,0,0,42,1.091,4.9,0,4.9,10.6,2.17,redirect.fcgi?player=1&mlb_ID=594580
914,Caden Monke*,26,KC,6.7,0,0,0,,20.25,2,0,1,0,0,0,1.1,3,3,3,0,5,0,2,0,0,0,12,6,20.3,0,33.8,13.5,0.4,redirect.fcgi?player=1&mlb_ID=681387
915,Keider Montero,25,DET,7.9,2,0,1,0,9,2,2,0,0,0,0,5,8,5,5,2,1,0,2,0,0,0,21,1.8,14.4,3.6,1.8,3.6,2,redirect.fcgi?player=1&mlb_ID=672456
916,Bryce Montes de Oca,30,WSH,7.5,0,0,0,,11.57,3,0,0,0,0,0,2.1,1,3,3,1,5,0,5,0,0,0,13,2.571,3.9,3.9,19.3,19.3,1,redirect.fcgi?player=1&mlb_ID=656755
917,Patrick Monteverde*,28,MIA,5.2,0,0,0,,4.5,2,0,1,0,0,0,4,5,2,2,0,0,0,1,0,0,0,17,1.25,11.3,0,0,2.3,,redirect.fcgi?player=1&mlb_ID=687287
918,Mason Montgomery*,26,PIT,7.6,0,0,0,,2.7,7,0,1,0,0,1,6.2,7,2,2,0,4,0,9,0,0,0,31,1.65,9.5,0,5.4,12.2,2.25,redirect.fcgi?player=1&mlb_ID=682254
919,Grayson Moore,24,CHC,7.7,0,0,1,0,81,2,0,0,0,0,0,0.1,2,3,3,0,4,0,0,0,0,1,7,18,54,0,108,0,0,redirect.fcgi?player=1&mlb_ID=694383
920,Michael Morales,23,SEA,6.7,0,0,0,,11.57,2,0,0,0,0,0,2.1,1,3,3,0,4,0,1,1,0,2,13,2.143,3.9,0,15.4,3.9,0.25,redirect.fcgi?player=1&mlb_ID=691786
921,Luis Morales,23,ATH,7.3,5,2,2,0.5,7.58,6,5,0,0,0,0,19,21,17,16,3,14,0,17,0,0,1,91,1.842,9.9,1.4,6.6,8.1,1.21,redirect.fcgi?player=1&mlb_ID=806960
922,Jovani Morán*,29,BOS,6.9,0,0,0,,0,3,0,0,0,0,0,2.2,2,2,0,0,1,0,3,0,0,0,12,1.125,6.8,0,3.4,10.1,3,redirect.fcgi?player=1&mlb_ID=663558
923,Zane Morehouse,26,CLE,7.4,0,0,0,,18,1,0,0,0,0,0,1,2,2,2,0,1,0,1,0,0,0,6,3,18,0,9,9,1,redirect.fcgi?player=1&mlb_ID=689557
924,Adrián Morejón*,27,SD,6.8,0,0,0,,3.38,7,0,1,0,0,0,8,8,3,3,0,1,0,12,0,0,1,32,1.125,9,0,1.1,13.5,12,redirect.fcgi?player=1&mlb_ID=670970
925,Johan Moreno,23,SD,4.1,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=808052
926,Gerson Moreno,30,STL,5.7,0,0,1,0,9.64,5,0,3,0,0,0,4.2,4,5,5,0,4,0,7,1,0,0,22,1.714,7.7,0,7.7,13.5,1.75,redirect.fcgi?player=1&mlb_ID=642575
927,Eli Morgan,30,KC,6.6,0,0,0,,0.93,8,0,1,0,0,0,9.2,7,1,1,0,4,0,12,0,0,0,39,1.138,6.5,0,3.7,11.2,3,redirect.fcgi?player=1&mlb_ID=669212
928,David Morgan,26,SD,6.5,0,0,0,,1.04,9,0,4,0,0,1,8.2,7,1,1,0,3,0,6,1,0,2,33,1.154,7.3,0,3.1,6.2,2,redirect.fcgi?player=1&mlb_ID=688158
929,Juan Morillo,27,AZ,7.8,0,0,0,,1.08,8,0,0,0,0,0,8.1,5,1,1,1,2,0,8,0,0,0,30,0.84,5.4,1.1,2.2,8.6,4,redirect.fcgi?player=1&mlb_ID=666661
930,Alfred Morillo,24,AZ,5.4,0,0,0,,21.6,3,0,0,0,0,0,1.2,5,6,4,1,3,0,2,0,0,2,11,4.8,27,5.4,16.2,10.8,0.67,redirect.fcgi?player=1&mlb_ID=801219
931,Kade Morris,24,ATH,6.3,0,0,0,,6,3,0,2,0,0,0,6,8,4,4,2,3,0,5,0,0,3,26,1.833,12,3,4.5,7.5,1.67,redirect.fcgi?player=1&mlb_ID=695034
932,Andrew Morris,24,MIN,6.3,1,0,1,0,5.4,3,1,0,0,0,0,6.2,7,4,4,0,3,0,5,0,0,0,33,1.5,9.5,0,4.1,6.8,1.67,redirect.fcgi?player=1&mlb_ID=702193
933,Cody Morse*,23,LAD,7.1,0,1,0,1,2.45,4,0,2,0,0,1,3.2,3,1,1,0,2,0,7,0,1,0,16,1.364,7.4,0,4.9,17.2,3.5,redirect.fcgi?player=1&mlb_ID=701808
934,Gabe Mosser,30,SEA,7.3,1,1,1,0.5,9,4,1,2,0,0,0,9,15,9,9,2,4,0,6,0,0,0,45,2.111,15,2,4,6,1.5,redirect.fcgi?player=1&mlb_ID=682077
935,Frank Mozzicato*,23,KC,6.3,0,0,0,,13.5,2,0,0,0,0,0,2,4,3,3,0,4,0,2,0,0,0,14,4,18,0,18,9,0.5,redirect.fcgi?player=1&mlb_ID=700924
936,Rolddy Muñoz,26,ATL,5.6,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,3,0,0,0,0,0,5,4.5,0,0,40.5,0,0,redirect.fcgi?player=1&mlb_ID=691548
937,Roddery Muñoz,26,HOU,7,0,1,1,0.5,4.5,10,0,0,0,0,0,10,13,8,5,0,2,0,16,0,0,2,46,1.5,11.7,0,1.8,14.4,8,redirect.fcgi?player=1&mlb_ID=682610
938,Andrés Muñoz,27,SEA,8.1,0,0,0,,5.79,5,0,0,0,0,0,4.2,4,3,3,1,2,0,8,1,0,0,20,1.286,7.7,1.9,3.9,15.4,4,redirect.fcgi?player=1&mlb_ID=662253
939,Noah Murdock,27,PIT,7.5,0,0,0,,3.86,5,0,1,0,0,1,4.2,4,2,2,0,4,0,3,1,0,0,22,1.714,7.7,0,7.7,5.8,0.75,redirect.fcgi?player=1&mlb_ID=668716
940,Shane Murphy*,25,CWS,6.1,0,0,1,0,3.38,2,0,2,0,0,1,2.2,1,1,1,1,1,0,2,0,0,0,9,0.75,3.4,3.4,3.4,6.8,2,redirect.fcgi?player=1&mlb_ID=690294
941,Patrick Murphy,31,TEX,5.8,0,0,0,,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,8,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=641907
942,Owen Murphy,22,ATL,5.6,0,0,0,,2.25,2,0,0,0,0,0,4,2,1,1,1,1,0,6,0,0,0,15,0.75,4.5,2.3,2.3,13.5,6,redirect.fcgi?player=1&mlb_ID=702566
943,Luke Murphy,26,LAA,6.4,0,1,0,1,0,3,0,0,0,0,0,1.1,2,0,0,0,0,0,2,1,0,0,6,1.5,13.5,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=684665
944,Chris Murphy*,28,CWS,7.7,1,1,0,1,2.08,7,1,1,0,0,1,13,10,3,3,1,3,0,11,1,0,3,49,1,6.9,0.7,2.1,7.6,3.67,redirect.fcgi?player=1&mlb_ID=669684
945,Jayden Murray,29,HOU,6.4,0,0,1,0,7.5,5,0,1,0,0,0,6,5,5,5,1,5,0,7,1,0,0,29,1.667,7.5,1.5,7.5,10.5,1.4,redirect.fcgi?player=1&mlb_ID=681151
946,Parker Mushinski*,30,COL,6.7,0,2,1,0.667,10.38,8,0,4,0,0,0,8.2,11,10,10,2,4,0,12,0,0,0,41,1.731,11.4,2.1,4.2,12.5,3,redirect.fcgi?player=1&mlb_ID=656786
947,Tobias Myers,27,NYM,6.8,2,1,2,0.333,2.31,5,2,1,0,0,0,11.2,8,3,3,1,5,0,14,0,0,0,46,1.114,6.2,0.8,3.9,10.8,2.8,redirect.fcgi?player=1&mlb_ID=668964
948,Tommy Nance,35,TOR,7.6,0,1,1,0.5,6.75,5,0,1,0,0,0,5.1,8,4,4,0,3,0,6,0,0,0,27,2.063,13.5,0,5.1,10.1,2,redirect.fcgi?player=1&mlb_ID=667297
949,Andrew Nardi*,27,MIA,8.1,0,0,0,,0,5,0,0,0,0,0,5.1,1,0,0,0,3,0,9,0,0,0,19,0.75,1.7,0,5.1,15.2,3,redirect.fcgi?player=1&mlb_ID=677053
950,Nick Nastrini,26,LAD,8.3,0,0,0,,9,1,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,5,2,0,0,18,0,0,redirect.fcgi?player=1&mlb_ID=680897
951,Samy Natera*,26,LAA,7.7,0,1,0,1,8.31,6,0,1,0,0,0,4.1,6,5,4,0,4,0,9,0,0,0,23,2.308,12.5,0,8.3,18.7,2.25,redirect.fcgi?player=1&mlb_ID=696519
952,Packy Naughton*,30,STL,6.5,0,0,0,,1.29,7,0,1,0,0,0,7,3,1,1,1,0,0,8,0,0,0,24,0.429,3.9,1.3,0,10.3,,redirect.fcgi?player=1&mlb_ID=676050
953,Brandon Neeck*,26,PIT,6.4,0,0,0,,5.4,5,0,3,0,0,0,5,5,3,3,0,3,0,9,0,0,0,23,1.6,9,0,5.4,16.2,3,redirect.fcgi?player=1&mlb_ID=677957
954,Jack Neely,26,CHC,7.4,0,0,0,,0,4,0,1,0,0,0,4,0,0,0,0,2,0,7,2,0,0,15,0.5,0,0,4.5,15.8,3.5,redirect.fcgi?player=1&mlb_ID=680891
955,Tyson Neighbors,23,BAL,5.4,0,0,0,,6.75,2,0,0,0,0,0,1.1,1,1,1,0,2,0,1,0,0,0,7,2.25,6.8,0,13.5,6.8,0.5,redirect.fcgi?player=1&mlb_ID=695695
956,Ryne Nelson,28,AZ,8.1,5,3,1,0.75,3.18,5,5,0,0,0,0,17,13,6,6,3,2,0,23,1,0,0,65,0.882,6.9,1.6,1.1,12.2,11.5,redirect.fcgi?player=1&mlb_ID=669194
957,Kyle Nelson*,29,ATL,7.6,0,0,0,,9,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=669459
958,Héctor Neris,37,KC,7.4,0,0,2,0,14.21,7,0,0,0,0,0,6.1,13,11,10,3,5,0,0,0,0,0,36,2.842,18.5,4.3,7.1,0,0,redirect.fcgi?player=1&mlb_ID=593576
959,Braden Nett,24,ATH,6.6,0,0,0,,9,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,5,2,18,0,0,9,,redirect.fcgi?player=1&mlb_ID=804556
960,Dawson Netz,25,CHC,3.8,0,0,0,,20.25,2,0,1,0,0,1,1.1,2,3,3,1,1,0,0,0,0,0,7,2.25,13.5,6.8,6.8,0,0,redirect.fcgi?player=1&mlb_ID=683100
961,Mitch Neunborn,29,PHI,6.4,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=666748
962,Sean Newcomb*,33,CWS,7.8,2,1,0,1,8.36,6,2,0,0,0,0,14,20,15,13,4,5,0,13,1,0,1,69,1.786,12.9,2.6,3.2,8.4,2.6,redirect.fcgi?player=1&mlb_ID=656794
963,TJ Nichols,24,TB,7.5,1,0,2,0,2.45,3,1,0,0,0,0,3.2,3,7,1,1,3,0,4,1,0,0,19,1.636,7.4,2.5,7.4,9.8,1.33,redirect.fcgi?player=1&mlb_ID=694375
964,Mason Nichols,23,TB,8,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=805783
965,Kyle Nicolas,27,CINPIT,6.7,0,0,0,,13.5,1,0,0,0,0,0,0.2,0,1,1,0,4,0,0,0,0,0,6,6,0,0,54,0,0,redirect.fcgi?player=1&mlb_ID=693312
966,Cy Nielson*,25,PIT,6.9,0,0,0,,0,3,0,1,0,0,0,2.1,0,0,0,0,1,0,0,0,0,1,7,0.429,0,0,3.9,0,0,redirect.fcgi?player=1&mlb_ID=686951
967,Doug Nikhazy*,26,CLE,7,0,0,0,,14.73,4,0,0,0,0,0,3.2,8,6,6,0,4,0,3,0,0,0,22,3.273,19.6,0,9.8,7.4,0.75,redirect.fcgi?player=1&mlb_ID=680951
968,Vinny Nittoli,35,BOS,6.4,0,0,0,,13.5,3,0,1,0,0,0,2.2,3,4,4,0,0,0,0,1,0,0,12,1.125,10.1,0,0,0,,redirect.fcgi?player=1&mlb_ID=657697
969,Aaron Nola,33,PHI,7.8,2,1,1,0.5,6,2,2,0,0,0,0,6,8,4,4,1,3,0,6,0,0,0,28,1.833,12,1.5,4.5,9,2,redirect.fcgi?player=1&mlb_ID=605400
970,Connor Noland,26,CHC,6.9,0,0,0,,1.8,3,0,1,0,0,1,5,5,1,1,0,5,0,6,0,0,0,25,2,9,0,9,10.8,1.2,redirect.fcgi?player=1&mlb_ID=690939
971,Jose Nova,24,MIL,4.8,0,0,1,0,18,1,0,1,0,0,0,1,2,2,2,0,1,0,1,0,0,1,6,3,18,0,9,9,1,redirect.fcgi?player=1&mlb_ID=703360
972,Jaylen Nowlin*,25,MIN,6.5,0,0,0,,0,2,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,7,0.5,0,0,4.5,13.5,3,redirect.fcgi?player=1&mlb_ID=701549
973,Edwin Núñez,24,STL,6.4,0,0,0,,0,2,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,6,3,18,0,9,18,2,redirect.fcgi?player=1&mlb_ID=695835
974,Eduarniel Núñez,27,ATH,6.7,0,0,0,,10.13,3,0,0,0,0,0,2.2,2,3,3,1,3,0,3,0,0,0,13,1.875,6.8,3.4,10.1,10.1,1,redirect.fcgi?player=1&mlb_ID=674384
975,Anthony Nunez,24,BAL,6.2,0,0,0,,0,5,0,1,0,0,0,5,3,0,0,0,0,0,6,0,0,1,19,0.6,5.4,0,0,10.8,,redirect.fcgi?player=1&mlb_ID=689296
976,Riley O'Brien,31,STL,7.5,0,0,0,,1.93,5,0,0,0,0,0,4.2,4,1,1,0,5,0,5,0,0,1,20,1.929,7.7,0,9.6,9.6,1,redirect.fcgi?player=1&mlb_ID=676617
977,Bailey Ober,30,MIN,7.8,4,0,1,0,4.15,4,4,0,0,0,0,13,17,6,6,2,6,0,6,1,0,0,59,1.769,11.8,1.4,4.2,4.2,1,redirect.fcgi?player=1&mlb_ID=641927
978,Ryan Och*,27,SD,6,0,0,0,,2.7,4,0,1,0,0,0,3.1,4,1,1,0,3,0,0,0,0,0,16,2.1,10.8,0,8.1,0,0,redirect.fcgi?player=1&mlb_ID=701000
979,Gerald Ogando,25,BAL,5.9,0,0,1,0,4.5,4,0,1,0,0,0,2,1,1,1,0,1,0,1,1,0,0,8,1,4.5,0,4.5,4.5,1,redirect.fcgi?player=1&mlb_ID=676012
980,Shinnosuke Ogasawara*,28,WSH,4.4,1,0,0,,2.7,2,1,1,0,0,0,3.1,1,1,1,1,2,0,5,0,0,0,13,0.9,2.7,2.7,5.4,13.5,2.5,redirect.fcgi?player=1&mlb_ID=829272
981,Shohei Ohtani,31,LAD,8.4,1,1,0,1,0,1,1,0,0,0,0,4.1,1,0,0,0,2,0,4,1,0,0,16,0.692,2.1,0,4.2,8.3,2,redirect.fcgi?player=1&mlb_ID=660271
982,Steven Okert*,34,HOU,7.2,0,0,2,0,5.87,9,0,0,0,0,0,7.2,8,5,5,1,6,0,7,0,0,0,36,1.826,9.4,1.2,7,8.2,1.17,redirect.fcgi?player=1&mlb_ID=595345
983,Wyatt Olds,26,BOS,7.3,0,0,0,,6.75,7,0,0,0,0,0,6.2,5,5,5,0,5,0,9,1,0,1,30,1.5,6.8,0,6.8,12.2,1.8,redirect.fcgi?player=1&mlb_ID=681544
984,Helcris Olivárez*,25,KC,6.3,0,2,1,0.667,8.59,8,0,2,0,0,0,7.1,7,7,7,0,6,0,6,2,0,3,36,1.773,8.6,0,7.4,7.4,1,redirect.fcgi?player=1&mlb_ID=672487
985,Kleiber Olmedo,21,SD,6.3,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,18,,redirect.fcgi?player=1&mlb_ID=811598
986,Douglas Orellana,24,NYM,5.7,0,0,0,,13.5,5,0,1,0,0,0,3.1,3,5,5,0,3,0,3,1,0,1,16,1.8,8.1,0,8.1,8.1,1,redirect.fcgi?player=1&mlb_ID=702878
987,Kaleb Ort,34,LAA,6.8,0,0,1,0,7.71,4,0,0,0,0,0,4.2,6,4,4,2,3,0,5,0,0,0,23,1.929,11.6,3.9,5.8,9.6,1.67,redirect.fcgi?player=1&mlb_ID=672391
988,Robinson Ortiz*,26,SEA,7.2,0,0,1,0,9.64,6,0,1,0,0,0,4.2,6,5,5,1,3,0,5,1,0,2,23,1.929,11.6,1.9,5.8,9.6,1.67,redirect.fcgi?player=1&mlb_ID=673662
989,JeanPierre Ortiz,22,CIN,8.1,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,2,0,1,0,0,0,4,3,0,0,27,13.5,0.5,redirect.fcgi?player=1&mlb_ID=701370
990,Eric Orze,28,MIN,7.2,0,0,0,,6.48,9,0,1,0,0,0,8.1,9,6,6,1,6,0,9,0,0,0,40,1.8,9.7,1.1,6.5,9.7,1.5,redirect.fcgi?player=1&mlb_ID=679358
991,Bryce Osmond,25,LAA,5.1,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,4,1,9,0,0,27,,redirect.fcgi?player=1&mlb_ID=683098
992,Michel Otañez,28,TEX,7.2,0,0,0,,15.43,3,0,0,0,0,0,2.1,4,4,4,1,1,0,3,0,0,3,13,2.143,15.4,3.9,3.9,11.6,3,redirect.fcgi?player=1&mlb_ID=671305
993,Johan Oviedo,28,BOS,7.8,5,1,0,1,4.91,5,5,0,0,0,0,14.2,14,8,8,1,8,0,17,2,1,1,66,1.5,8.6,0.6,4.9,10.4,2.13,redirect.fcgi?player=1&mlb_ID=670912
994,Chris Paddack,30,MIA,7.7,5,2,0,1,0.69,5,5,0,0,0,0,13,7,2,1,0,3,0,12,1,0,0,47,0.769,4.8,0,2.1,8.3,4,redirect.fcgi?player=1&mlb_ID=663978
995,Jedixson Paez,22,CWS,6.8,2,1,0,1,6.35,7,2,0,0,0,0,11.1,12,8,8,1,5,0,11,0,0,0,52,1.5,9.5,0.8,4,8.7,2.2,redirect.fcgi?player=1&mlb_ID=699151
996,Emilio Pagán,35,CIN,7.5,0,0,0,,9,7,0,0,0,0,0,7,9,8,7,4,2,0,6,1,0,0,35,1.571,11.6,5.1,2.6,7.7,3,redirect.fcgi?player=1&mlb_ID=641941
997,Andrew Painter,23,PHI,7.7,4,0,0,,2.31,4,4,0,0,0,0,11.2,7,3,3,1,2,0,8,0,0,0,43,0.771,5.4,0.8,1.5,6.2,4,redirect.fcgi?player=1&mlb_ID=691725
998,Daniel Palencia,26,CHC,8,0,0,0,,0,4,0,0,0,0,0,4,2,0,0,0,1,0,4,0,0,0,15,0.75,4.5,0,2.3,9,4,redirect.fcgi?player=1&mlb_ID=694037
999,Davison Palermo,26,COL,8,0,0,0,,81,1,0,0,0,0,0,0.1,3,3,3,1,0,0,0,0,0,0,4,9,81,27,0,0,,redirect.fcgi?player=1&mlb_ID=801754
1000,Jake Palisch*,27,CWS,6.8,0,0,0,,3,3,0,0,0,0,0,3,2,1,1,1,1,0,2,0,0,0,12,1,6,3,3,6,2,redirect.fcgi?player=1&mlb_ID=669449
1001,Andre Pallante,27,STL,6.7,4,0,0,,2.57,4,4,0,0,0,0,14,8,4,4,1,5,0,11,1,0,2,54,0.929,5.1,0.6,3.2,7.1,2.2,redirect.fcgi?player=1&mlb_ID=669467
1002,Peyton Pallette,25,CLE,6.2,0,0,0,,0,5,0,1,0,0,0,6,3,0,0,0,3,0,11,0,0,0,23,1,4.5,0,4.5,16.5,3.67,redirect.fcgi?player=1&mlb_ID=688883
1003,Carson Palmquist*,25,COL,6.5,0,0,0,,2.25,3,0,0,0,0,0,4,2,1,1,0,2,0,3,0,0,0,16,1,4.5,0,4.5,6.8,1.5,redirect.fcgi?player=1&mlb_ID=687223
1004,Shane Panzini,24,KC,6.4,0,0,1,0,8.22,8,0,2,0,0,0,7.2,9,7,7,1,5,0,6,0,0,0,37,1.826,10.6,1.2,5.9,7,1.2,redirect.fcgi?player=1&mlb_ID=695556
1005,Wilkin Paredes*,22,AZ,4.7,0,0,0,,13.5,2,0,0,0,0,0,1.1,1,2,2,0,4,0,2,0,0,1,8,3.75,6.8,0,27,13.5,0.5,redirect.fcgi?player=1&mlb_ID=808051
1006,Mike Paredes,25,MIN,6.6,0,0,0,,16.2,2,0,0,0,0,0,1.2,3,3,3,0,3,0,1,0,0,0,11,3.6,16.2,0,16.2,5.4,0.33,redirect.fcgi?player=1&mlb_ID=702474
1007,Enoli Paredes,30,BAL,6.4,0,0,1,0,11.57,3,0,0,0,0,0,2.1,5,3,3,0,2,0,2,0,0,1,14,3,19.3,0,7.7,7.7,1,redirect.fcgi?player=1&mlb_ID=660600
1008,Mitchell Parker*,26,WSH,7.7,2,1,1,0.5,4.7,3,2,0,0,0,0,7.2,6,4,4,2,5,0,11,0,0,0,34,1.435,7,2.3,5.9,12.9,2.2,redirect.fcgi?player=1&mlb_ID=680730
1009,Hunter Parks,25,CIN,7.3,0,0,0,,10.8,3,0,2,0,0,1,1.2,1,2,2,1,1,0,2,0,0,0,7,1.2,5.4,5.4,5.4,10.8,2,redirect.fcgi?player=1&mlb_ID=688609
1010,Chad Patrick,27,MIL,7.9,4,1,1,0.5,11.68,4,4,0,0,0,0,12.1,18,16,16,5,8,0,13,1,0,2,63,2.108,13.1,3.6,5.8,9.5,1.63,redirect.fcgi?player=1&mlb_ID=694477
1011,Hunter Patteson*,26,KC,6.8,0,0,1,0,11.12,7,0,2,0,0,0,5.2,12,7,7,0,7,0,1,1,0,0,36,3.353,19.1,0,11.1,1.6,0.14,redirect.fcgi?player=1&mlb_ID=687593
1012,Joel Payamps,32,ATL,7.6,0,0,0,,0,5,0,0,0,0,0,6.2,1,0,0,0,1,0,7,0,0,0,23,0.3,1.4,0,1.4,9.5,7,redirect.fcgi?player=1&mlb_ID=606303
