Rank,Player,Team,Pos.,PPR,STD,PassYds,PassTD,Int,Rec,RecYds,RecTD,RushAtt,RushYds,RushTD
533,Scott Miller,PIT,WR,0.3,0.3,0,0.0,0.0,0,3,0.0,0,0,0.0
534,Scotty Miller,PIT,WR,3.7,1.7,0,0.0,0.0,2,17,0.0,0,0,0.0
535,Sean McKeon,IND,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
536,Sean Tucker,TAM,RB,5.0,5.0,0,0.0,0.0,0,2,0.1,5,18,0.4
537,Shane Buechele,KAN,QB,3.9,3.9,88,0.0,0.0,0,0,0.0,1,4,0.0
538,Shane Zylstra,DET,TE,1.3,0.3,0,0.0,0.0,1,3,0.0,0,0,0.0
539,Shedeur Sanders,CLE,QB,12.9,12.9,174,0.8,1.3,0,0,0.0,3,21,0.1
540,Shedrick Jackson,LVR,WR,3.4,2.4,0,0.0,0.0,1,11,0.2,0,1,0.0
541,Simi Fehoko,ARI,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
542,Sione Vaki,DET,RB,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
543,Skyy Moore,SFO,WR,0.6,0.6,0,0.0,0.0,0,5,0.0,0,1,0.0
544,Spencer Rattler,NOR,QB,12.4,12.4,176,0.9,0.6,0,0,0.0,3,18,0.0
545,Stefon Diggs,NWE,WR,12.0,7.0,0,0.0,0.0,5,58,0.2,0,0,0.0
546,Stephen Carlson,CHI,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
547,Sterling Shepard,TAM,WR,6.5,3.5,0,0.0,0.0,3,28,0.1,0,1,0.0
548,Steven Sims,ARI,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
549,Stone Smartt,NYJ,TE,0.3,0.3,0,0.0,0.0,0,3,0.0,0,0,0.0
550,T.J. Hockenson,MIN,TE,7.1,4.1,0,0.0,0.0,3,29,0.2,0,0,0.0
551,Tahj Brooks,CIN,RB,0.4,0.4,0,0.0,0.0,0,1,0.0,1,3,0.0
552,Tahj Washington,MIA,WR,1.6,0.6,0,0.0,0.0,1,6,0.0,0,0,0.0
553,Tai Felton,MIN,WR,0.1,0.1,0,0.0,0.0,0,1,0.0,0,0,0.0
554,Tank Bigsby,PHI,RB,2.9,2.9,0,0.0,0.0,0,2,0.0,3,21,0.1
555,Tanner Conner,MIA,TE,2.0,1.0,0,0.0,0.0,1,10,0.0,0,0,0.0
556,Tanner Hudson,CIN,TE,2.7,1.7,0,0.0,0.0,1,11,0.1,0,0,0.0
557,Tanner McKee,PHI,QB,4.2,4.2,70,0.3,0.2,0,0,0.0,2,2,0.0
558,Tay Martin,WSH,WR,1.8,0.8,0,0.0,0.0,1,8,0.0,0,0,0.0
559,Taysom Hill,NOR,TE,3.8,2.8,4,0.1,0.0,1,7,0.0,4,9,0.1
560,Teagan Quitoriano,ATL,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
561,Teddy Bridgewater,TAM,QB,0.7,0.7,16,0.0,0.0,0,0,0.0,1,1,0.0
562,Tee Higgins,CIN,WR,13.8,9.8,0,0.0,0.0,4,56,0.7,0,0,0.0
563,Tejhaun Palmer,ARI,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
564,Terrance Ferguson,LAR,TE,3.8,2.8,0,0.0,0.0,1,16,0.2,0,0,0.0
565,Terrell Jennings,NWE,RB,1.7,1.7,0,0.0,0.0,0,1,0.0,3,10,0.1
566,Terry McLaurin,WSH,WR,11.6,7.6,0,0.0,0.0,4,58,0.3,0,0,0.0
567,Tetairoa McMillan,CAR,WR,12.3,8.3,0,0.0,0.0,4,59,0.4,0,0,0.0
568,Tez Johnson,TAM,WR,5.9,3.9,0,0.0,0.0,2,20,0.3,1,1,0.0
569,Theo Johnson,NYG,TE,8.3,5.3,0,0.0,0.0,3,35,0.3,0,0,0.0
570,Theo Wease,MIA,WR,8.4,6.4,0,0.0,0.0,2,46,0.3,0,0,0.0
571,Thomas Fidone,NYG,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
572,Tim Jones,JAX,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
573,Tim Patrick,JAX,WR,3.4,2.4,0,0.0,0.0,1,12,0.2,0,0,0.0
574,Tip Reiman,ARI,TE,1.5,0.5,0,0.0,0.0,1,5,0.0,0,0,0.0
575,Tom Kennedy,DET,WR,1.6,0.6,0,0.0,0.0,1,6,0.0,0,0,0.0
576,Tommy Tremble,CAR,TE,4.1,2.1,0,0.0,0.0,2,15,0.1,0,0,0.0
577,Tony Pollard,TEN,RB,11.4,9.4,0,0.0,0.0,2,12,0.0,14,64,0.3
578,Tory Horton,SEA,WR,7.6,5.6,0,0.0,0.0,2,20,0.6,0,0,0.0
579,Travis Etienne,JAX,RB,15.0,13.0,0,0.0,0.0,2,17,0.4,15,65,0.4
580,Travis Homer,CHI,RB,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
581,Travis Hunter,JAX,WR,8.9,4.9,0,0.0,0.0,4,43,0.1,0,0,0.0
582,Travis Kelce,KAN,TE,10.8,6.8,0,0.0,0.0,4,50,0.3,0,0,0.0
583,Travis Vokolek,ARI,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
584,Trayveon Williams,CLE,RB,2.3,1.3,0,0.0,0.0,1,8,0.0,1,5,0.0
585,Tre Harris,LAC,WR,4.6,2.6,0,0.0,0.0,2,19,0.1,0,1,0.0
586,Tre Tucker,LVR,WR,9.2,6.2,0,0.0,0.0,3,41,0.3,1,3,0.0
587,TreVeyon Henderson,NWE,RB,12.3,10.3,0,0.0,0.0,2,13,0.1,11,54,0.5
588,Trent Sherfield,ARI,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
589,Trevor Etienne,CAR,RB,0.7,0.7,0,0.0,0.0,0,1,0.0,1,6,0.0
590,Trevor Lawrence,JAX,QB,21.3,21.3,236,1.7,0.7,0,0,0.0,5,21,0.5
591,Trey Benson,ARI,RB,8.6,5.6,0,0.0,0.0,3,16,0.0,7,40,0.0
592,Trey Lance,LAC,QB,4.4,4.4,56,0.0,0.2,0,0,0.0,4,22,0.0
593,Trey McBride,ARI,TE,18.5,11.5,0,0.0,0.0,7,73,0.7,0,0,0.0
594,Trey Sermon,PIT,RB,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
595,Treylon Burks,WSH,WR,3.2,2.2,0,0.0,0.0,1,16,0.1,0,0,0.0
596,Treyton Welch,NOR,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
597,Troy Franklin,DEN,WR,10.6,6.6,0,0.0,0.0,4,41,0.4,0,1,0.0
598,Tua Tagovailoa,MIA,QB,13.5,13.5,189,1.4,1.1,0,0,0.0,1,3,0.0
599,Tucker Fisk,LAC,TE,0.2,0.2,0,0.0,0.0,0,2,0.0,0,0,0.0
600,Tucker Kraft,GNB,TE,14.9,10.9,0,0.0,0.0,4,61,0.8,0,0,0.0
601,Tutu Atwell,LAR,WR,3.5,2.5,0,0.0,0.0,1,19,0.1,0,0,0.0
602,Ty Chandler,MIN,RB,3.0,2.0,0,0.0,0.0,1,4,0.0,6,16,0.0
603,Ty Johnson,BUF,RB,5.5,4.5,0,0.0,0.0,1,15,0.1,3,12,0.2
604,Tyjae Spears,TEN,RB,7.9,4.9,0,0.0,0.0,3,21,0.0,6,22,0.1
605,Tylan Wallace,BAL,WR,0.9,0.9,0,0.0,0.0,0,3,0.1,0,0,0.0
606,Tyler Allgeier,ATL,RB,7.6,6.6,0,0.0,0.0,1,6,0.0,8,30,0.5
607,Tyler Badie,DEN,RB,2.0,1.0,0,0.0,0.0,1,9,0.0,1,1,0.0
608,Tyler Conklin,LAC,TE,1.8,0.8,0,0.0,0.0,1,8,0.0,0,0,0.0
609,Tyler Goodson,IND,RB,0.3,0.3,0,0.0,0.0,0,1,0.0,1,2,0.0
610,Tyler Higbee,LAR,TE,7.6,4.6,0,0.0,0.0,3,28,0.3,0,0,0.0
611,Tyler Huntley,BAL,QB,8.0,8.0,85,0.4,0.0,0,0,0.0,5,30,0.0
612,Tyler Johnson,NYJ,WR,3.2,2.2,0,0.0,0.0,1,16,0.1,0,0,0.0
613,Tyler Lockett,LVR,WR,2.9,1.9,0,0.0,0.0,1,13,0.1,0,0,0.0
614,Tyler Shough,NOR,QB,15.7,15.7,218,0.9,0.5,0,0,0.0,4,16,0.3
615,Tyler Warren,IND,TE,10.6,6.6,0,0.0,0.0,4,48,0.2,0,0,0.1
616,Tyquan Thornton,KAN,WR,5.4,4.4,0,0.0,0.0,1,32,0.2,0,0,0.0
617,Tyreek Hill,MIA,WR,12.8,7.8,0,0.0,0.0,5,66,0.2,0,0,0.0
618,Tyrell Shavers,BUF,WR,3.1,2.1,0,0.0,0.0,1,15,0.1,0,0,0.0
619,Tyrod Taylor,NYJ,QB,12.1,12.1,132,0.8,0.8,0,0,0.0,4,24,0.2
620,Tyrone Tracy Jr.,NYG,RB,10.0,8.0,0,0.0,0.0,2,19,0.1,12,49,0.1
621,Tyson Bagent,CHI,QB,0.8,0.8,16,0.0,0.0,0,0,0.0,1,2,0.0
622,Ulysses Bentley,IND,RB,0.0,0.0,0,0.0,0.0,0,0,0.0,1,0,0.0
623,Van Jefferson,TEN,WR,4.8,2.8,0,0.0,0.0,2,22,0.1,0,0,0.0
624,Velus Jones Jr.,SEA,RB,0.4,0.4,0,0.0,0.0,0,0,0.0,0,4,0.0
625,Wan'Dale Robinson,NYG,WR,13.6,7.6,0,0.0,0.0,6,64,0.2,0,0,0.0
626,Will Dissly,LAC,TE,2.1,1.1,0,0.0,0.0,1,11,0.0,0,0,0.0
627,Will Mallory,IND,TE,0.8,0.8,0,0.0,0.0,0,8,0.0,0,0,0.0
628,Will Shipley,PHI,RB,1.7,0.7,0,0.0,0.0,1,4,0.0,1,3,0.0
629,Woody Marks,HOU,RB,8.5,7.5,0,0.0,0.0,1,13,0.2,12,44,0.1
630,Xavier Gipson,NYG,WR,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
631,Xavier Hutchinson,HOU,WR,5.8,3.8,0,0.0,0.0,2,25,0.2,0,1,0.0
632,Xavier Legette,CAR,WR,5.6,3.6,0,0.0,0.0,2,24,0.2,0,0,0.0
633,Xavier Restrepo,TEN,WR,3.0,2.0,0,0.0,0.0,1,20,0.0,0,0,0.0
634,Xavier Smith,LAR,WR,2.9,1.9,0,0.0,0.0,1,19,0.0,0,0,0.0
635,Xavier Weaver,ARI,WR,1.7,0.7,0,0.0,0.0,1,7,0.0,0,0,0.0
636,Xavier Worthy,KAN,WR,8.0,5.0,0,0.0,0.0,3,38,0.1,1,6,0.0
637,Zach Charbonnet,SEA,RB,10.6,9.6,0,0.0,0.0,1,9,0.0,12,45,0.7
638,Zach Davidson,NYG,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
639,Zach Ertz,WSH,TE,9.7,5.7,0,0.0,0.0,4,39,0.3,0,0,0.0
640,Zach Horton,DET,TE,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0
641,Zach Wilson,MIA,QB,0.3,0.3,8,0.0,0.0,0,0,0.0,1,0,0.0
642,Zaire Mitchell-Paden,NOR,TE,0.2,0.2,0,0.0,0.0,0,2,0.0,0,0,0.0
643,Zamir White,LVR,RB,1.9,0.9,0,0.0,0.0,1,4,0.0,2,5,0.0
644,Zavier Scott,MIN,RB,2.9,1.9,0,0.0,0.0,1,6,0.1,2,7,0.0
645,Zay Flowers,BAL,WR,15.0,10.0,0,0.0,0.0,5,72,0.3,1,4,0.1
646,Zay Jones,ARI,WR,3.3,2.3,0,0.0,0.0,1,23,0.0,0,0,0.0
647,Zonovan Knight,ARI,RB,7.9,5.9,0,0.0,0.0,2,13,0.1,7,22,0.3
